Year,Month,Median,2.5 Percentile,97.5 Percentile
1950,   1,1783,1710,1852
1950,   2,1874,1804,1942
1950,   3,1866,1800,1935
1950,   4,1870,1802,1941
1950,   5,1930,1852,2008
1950,   6,2964,2882,3041
1950,   7,3494,3411,3580
1950,   8,3584,3497,3673
1950,   9,3556,3469,3647
1950,  10,3495,3409,3580
1950,  11,3417,3333,3499
1950,  12,3169,3094,3242
1951,   1,2318,2245,2390
1951,   2,2258,2191,2327
1951,   3,2264,2194,2331
1951,   4,2932,2859,3006
1951,   5,3437,3360,3513
1951,   6,3471,3392,3550
1951,   7,3511,3428,3597
1951,   8,3445,3356,3531
1951,   9,3504,3416,3589
1951,  10,3506,3422,3586
1951,  11,3429,3345,3513
1951,  12,2908,2831,2983
1952,   1,2379,2306,2449
1952,   2,2321,2253,2391
1952,   3,2286,2219,2355
1952,   4,2324,2252,2397
1952,   5,3033,2956,3107
1952,   6,2211,2134,2291
1952,   7,1897,1814,1983
1952,   8,3308,3221,3397
1952,   9,3308,3220,3398
1952,  10,3234,3149,3322
1952,  11,3030,2945,3112
1952,  12,2123,2048,2198
1953,   1,2090,2022,2163
1953,   2,2032,1962,2101
1953,   3,1976,1909,2043
1953,   4,2201,2132,2274
1953,   5,2621,2546,2696
1953,   6,2781,2698,2861
1953,   7,3037,2953,3119
1953,   8,3398,3312,3483
1953,   9,3369,3281,3457
1953,  10,3227,3141,3312
1953,  11,2854,2774,2938
1953,  12,2259,2183,2333
1954,   1,2092,2022,2164
1954,   2,2037,1970,2108
1954,   3,2033,1965,2100
1954,   4,2010,1938,2082
1954,   5,2154,2079,2228
1954,   6,2181,2103,2260
1954,   7,2839,2755,2922
1954,   8,3294,3208,3382
1954,   9,3202,3112,3292
1954,  10,2727,2639,2810
1954,  11,2157,2074,2242
1954,  12,1851,1776,1925
1955,   1,1770,1698,1843
1955,   2,1754,1687,1824
1955,   3,1728,1660,1796
1955,   4,1703,1630,1773
1955,   5,2042,1968,2121
1955,   6,2124,2045,2205
1955,   7,1979,1894,2065
1955,   8,1856,1771,1941
1955,   9,1169,1084,1255
1955,  10,1431,1348,1520
1955,  11,2375,2290,2459
1955,  12,2178,2102,2254
1956,   1,2093,2022,2163
1956,   2,2101,2034,2170
1956,   3,2075,2007,2144
1956,   4,2156,2085,2227
1956,   5,1946,1869,2024
1956,   6,1739,1658,1818
1956,   7,1759,1675,1842
1956,   8,2054,1970,2139
1956,   9,2044,1957,2130
1956,  10,2079,1993,2166
1956,  11,1995,1910,2078
1956,  12,1957,1884,2028
1957,   1,1911,1840,1983
1957,   2,1872,1803,1940
1957,   3,1610,1542,1677
1957,   4,1609,1538,1681
1957,   5,1486,1407,1564
1957,   6,1538,1458,1617
1957,   7,1545,1462,1629
1957,   8,1817,1734,1906
1957,   9,1917,1830,2005
1957,  10,1908,1823,1994
1957,  11,1877,1795,1961
1957,  12,1846,1771,1923
1958,   1,2007,1936,2081
