"Year","Month","Median","2.5 Percentile","97.5 Percentile"
1950,1,70.95,65.51,76.6
1950,2,72,66.27,77.83
1950,3,74.32,68.38,80.62
1950,4,84.21,77.18,90.92
1950,5,74.52,67.42,81.76
1950,6,110.55,102.57,118.24
1950,7,114.19,106.69,121.91
1950,8,112.84,104.8,120.87
1950,9,105.88,97.87,113.66
1950,10,83.93,77.94,90.24
1950,11,67.96,62.24,73.63
1950,12,86.48,80.89,92.02
1951,1,74.75,69.3,80.42
1951,2,77.07,71.18,82.59
1951,3,76.26,69.82,82.55
1951,4,84.3,77.45,91.01
1951,5,89.87,82.76,97.41
1951,6,106.74,98.8,114.43
1951,7,106.72,98.97,114.67
1951,8,108.73,100.58,116.73
1951,9,110.56,102.87,118.6
1951,10,89.68,83.48,96.04
1951,11,68.97,63.45,74.5
1951,12,59.21,54.13,64.87
1952,1,67.12,61.79,72.37
1952,2,62.19,56.43,67.91
1952,3,76.25,69.86,82.66
1952,4,77.17,70.25,84.08
1952,5,88.96,82.03,96.17
1952,6,110.49,102.55,118.02
1952,7,114.24,106.67,122.39
1952,8,113.95,105.76,122.51
1952,9,96.3,88.43,103.96
1952,10,78.06,71.76,84.35
1952,11,80.91,74.96,86.65
1952,12,95.29,89.98,100.92
1953,1,69.96,64.21,75.46
1953,2,68.18,62.58,73.95
1953,3,79.06,72.81,85.58
1953,4,78.22,71.47,85.07
1953,5,89.04,81.81,96.13
1953,6,99.92,92.19,107.34
1953,7,101.27,93.67,108.82
1953,8,118.5,110.22,126.85
1953,9,125.49,117.53,133.11
1953,10,78.03,72.17,84.4
1953,11,85.84,80.08,91.22
1953,12,89.43,84.17,94.59
1954,1,80.74,75.2,86.04
1954,2,74.07,68.52,79.37
1954,3,81.86,75.66,87.98
1954,4,93.77,86.9,100.77
1954,5,89.14,81.93,96.09
1954,6,94.27,86.72,102.24
1954,7,111.56,103.84,119.39
1954,8,112.77,104.47,121.31
1954,9,90.38,82.21,97.97
1954,10,118.94,112.4,125.04
1954,11,60.09,54.55,65.9
1954,12,77.75,72.62,83.19
1955,1,76.85,71.17,82.54
1955,2,79.94,74.07,85.77
1955,3,74.37,67.74,80.72
1955,4,99.66,92.9,106.18
1955,5,104.45,97.31,111.67
1955,6,104.88,96.98,112.43
1955,7,104.2,96,112.34
1955,8,108.03,99.84,116.27
1955,9,91.21,83.5,99.19
1955,10,79.91,73.59,86.07
1955,11,79.82,74.2,85.52
1955,12,97.29,92.03,102.71
1956,1,79.68,74.51,85.13
1956,2,78.86,73.05,84.47
1956,3,77.17,71.02,83.25
1956,4,101.51,94.69,108.43
1956,5,96.76,89.86,103.74
1956,6,102.24,94.28,109.5
1956,7,108.82,100.98,116.24
1956,8,114.69,106.43,122.92
